qa_id,task_type,question,answer,evidence_chunk_id,source_url,split
qa_00105,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-06?,"In 2021-06, the national CPI index was 144.8 and the WPI index was 164.1 on the 2015-16 base.",chunk_000705,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00106,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-07?,"In 2021-07, the national CPI index was 146.8 and the WPI index was 167.9 on the 2015-16 base.",chunk_000706,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00107,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-08?,"In 2021-08, the national CPI index was 147.6 and the WPI index was 169.8 on the 2015-16 base.",chunk_000707,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00108,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-09?,"In 2021-09, the national CPI index was 150.7 and the WPI index was 175.2 on the 2015-16 base.",chunk_000708,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00109,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-10?,"In 2021-10, the national CPI index was 153.6 and the WPI index was 182.6 on the 2015-16 base.",chunk_000709,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00110,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-11?,"In 2021-11, the national CPI index was 158.2 and the WPI index was 189.5 on the 2015-16 base.",chunk_000710,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00111,fact_lookup,What was Pakistan's national CPI index and WPI index in 2021-12?,"In 2021-12, the national CPI index was 158.2 and the WPI index was 189.1 on the 2015-16 base.",chunk_000711,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00112,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-01?,"In 2022-01, the national CPI index was 158.8 and the WPI index was 190.3 on the 2015-16 base.",chunk_000712,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00113,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-02?,"In 2022-02, the national CPI index was 160.6 and the WPI index was 194 on the 2015-16 base.",chunk_000713,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00114,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-03?,"In 2022-03, the national CPI index was 161.9 and the WPI index was 201.4 on the 2015-16 base.",chunk_000714,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00115,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-04?,"In 2022-04, the national CPI index was 164.5 and the WPI index was 207.8 on the 2015-16 base.",chunk_000715,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00116,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-05?,"In 2022-05, the national CPI index was 165.2 and the WPI index was 210.8 on the 2015-16 base.",chunk_000716,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00117,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-06?,"In 2022-06, the national CPI index was 175.7 and the WPI index was 228 on the 2015-16 base.",chunk_000717,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00118,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-07?,"In 2022-07, the national CPI index was 183.3 and the WPI index was 232.6 on the 2015-16 base.",chunk_000718,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00119,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-08?,"In 2022-08, the national CPI index was 187.8 and the WPI index was 239.9 on the 2015-16 base.",chunk_000719,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00120,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-09?,"In 2022-09, the national CPI index was 185.7 and the WPI index was 243.3 on the 2015-16 base.",chunk_000720,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00121,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-10?,"In 2022-10, the national CPI index was 194.4 and the WPI index was 242.2 on the 2015-16 base.",chunk_000721,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00122,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-11?,"In 2022-11, the national CPI index was 195.9 and the WPI index was 242.1 on the 2015-16 base.",chunk_000722,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00123,fact_lookup,What was Pakistan's national CPI index and WPI index in 2022-12?,"In 2022-12, the national CPI index was 196.9 and the WPI index was 240.4 on the 2015-16 base.",chunk_000723,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00124,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-01?,"In 2023-01, the national CPI index was 202.5 and the WPI index was 244.6 on the 2015-16 base.",chunk_000724,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00125,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-02?,"In 2023-02, the national CPI index was 211.3 and the WPI index was 264.6 on the 2015-16 base.",chunk_000725,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00126,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-03?,"In 2023-03, the national CPI index was 219.1 and the WPI index was 277 on the 2015-16 base.",chunk_000726,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00127,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-04?,"In 2023-04, the national CPI index was 224.4 and the WPI index was 277.3 on the 2015-16 base.",chunk_000727,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00128,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-05?,"In 2023-05, the national CPI index was 228 and the WPI index was 279.9 on the 2015-16 base.",chunk_000728,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00129,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-06?,"In 2023-06, the national CPI index was 227.4 and the WPI index was 279.2 on the 2015-16 base.",chunk_000729,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00130,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-07?,"In 2023-07, the national CPI index was 235.2 and the WPI index was 286.2 on the 2015-16 base.",chunk_000730,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00131,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-08?,"In 2023-08, the national CPI index was 239.3 and the WPI index was 298.1 on the 2015-16 base.",chunk_000731,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00132,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-09?,"In 2023-09, the national CPI index was 244 and the WPI index was 307.5 on the 2015-16 base.",chunk_000732,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00133,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-10?,"In 2023-10, the national CPI index was 246.5 and the WPI index was 301.8 on the 2015-16 base.",chunk_000733,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00134,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-11?,"In 2023-11, the national CPI index was 253.1 and the WPI index was 306.1 on the 2015-16 base.",chunk_000734,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00135,fact_lookup,What was Pakistan's national CPI index and WPI index in 2023-12?,"In 2023-12, the national CPI index was 255.2 and the WPI index was 306.1 on the 2015-16 base.",chunk_000735,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,train
qa_00136,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-01?,"In 2024-01, the national CPI index was 259.9 and the WPI index was 310.5 on the 2015-16 base.",chunk_000736,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00137,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-02?,"In 2024-02, the national CPI index was 260 and the WPI index was 314 on the 2015-16 base.",chunk_000737,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00138,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-03?,"In 2024-03, the national CPI index was 264.5 and the WPI index was 318 on the 2015-16 base.",chunk_000738,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00139,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-04?,"In 2024-04, the national CPI index was 263.3 and the WPI index was 315.7 on the 2015-16 base.",chunk_000739,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00140,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-05?,"In 2024-05, the national CPI index was 254.8 and the WPI index was 307.7 on the 2015-16 base.",chunk_000740,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00141,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-06?,"In 2024-06, the national CPI index was 255.9 and the WPI index was 308.9 on the 2015-16 base.",chunk_000741,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00142,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-07?,"In 2024-07, the national CPI index was 261.3 and the WPI index was 315.9 on the 2015-16 base.",chunk_000742,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00143,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-08?,"In 2024-08, the national CPI index was 262.3 and the WPI index was 316.8 on the 2015-16 base.",chunk_000743,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00144,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-09?,"In 2024-09, the national CPI index was 261 and the WPI index was 313.5 on the 2015-16 base.",chunk_000744,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00145,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-10?,"In 2024-10, the national CPI index was 264.2 and the WPI index was 313.5 on the 2015-16 base.",chunk_000745,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00146,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-11?,"In 2024-11, the national CPI index was 265.5 and the WPI index was 313.1 on the 2015-16 base.",chunk_000746,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00147,fact_lookup,What was Pakistan's national CPI index and WPI index in 2024-12?,"In 2024-12, the national CPI index was 265.6 and the WPI index was 312 on the 2015-16 base.",chunk_000747,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
qa_00148,fact_lookup,What was Pakistan's national CPI index and WPI index in 2025-01?,"In 2025-01, the national CPI index was 266.2 and the WPI index was 312.5 on the 2015-16 base.",chunk_000748,https://www.pbs.gov.pk/wp-content/uploads/2020/07/indices.pdf,validation
