name,facility_type,amenity,speciality,operator,operator_type,beds,emergency,address,operational_status,longitude,latitude,osm_id,source
Noor Samand Hospital,hospital,hospital,,,,,,,,73.036335,31.374054,5254213574,
Nazimabad Medical Store,pharmacy,pharmacy,,,,,,,,67.025915,24.913747,5117329430,
Shaheen Chemist,pharmacy,pharmacy,,,,,,,,73.048773,33.699254,4967673499,
Taj Medical Center,hospital,hospital,,,,,,,,67.091487,24.92526,4367461191,
Al-Nasar Lab,pharmacy,pharmacy,,,,,,,,74.302083,31.47532,4916785710,
Maj Gen Mazhar Ishaq Eye  Clanic,doctors,doctors,,,,,,,,73.067644,33.586039,4815753822,
Department of Psychiatry,hospital,hospital,,,,,,,,74.317681,31.569642,5844819918,
,doctors,doctors,,,,,,,,72.269537,32.941357,4122546593,
Hamdard University Dental Hospital,hospital,hospital,,,,,,,,,,432347934,
Nawan Pharma Laboratories (pvt) ltd korangi karachi,pharmacy,pharmacy,,,,,,,,67.115701,24.841137,4769518737,
Abdul Rafy Clinic,clinic,clinic,,,,,,,,68.718897,25.46468,4883192342,
Government Hospital,hospital,hospital,,,,,,,,70.915936,29.387229,3058758054,
Akumed & Reiki Centre,hospital,hospital,,,,,,,,67.05051,24.869006,4774850533,
,pharmacy,pharmacy,,,,,,,,73.57597,32.429357,4366039989,
Al Shifa Medical Store,pharmacy,pharmacy,,,,,,,,67.052493,24.939244,4739674823,
Dr.Jay's Remedy,clinic,clinic,,,,,,,,67.060605,24.93785,5157033899,
Agha Khan Collection Services,clinic,clinic,,,,,,,,67.061364,24.840649,4774504572,
Imam Clinic,clinic,clinic,,,,,,,,67.197714,24.896384,4764777139,
Amjad Hospital,hospital,hospital,,,,,,,,67.105315,24.911141,5115427051,
,pharmacy,pharmacy,,,,,,,,68.272512,25.434215,1104452118,
District Headquarters Hospital,hospital,hospital,,,,,,,,,,519685533,
Pakistan Institute for Medical Sciences (PIMS),hospital,hospital,,,,,yes,,,,,22328601,
,pharmacy,pharmacy,,,,,,,,74.299111,31.469778,1357553184,
Urgent Medical Diagnostics Centre,hospital,hospital,,,,,,,,73.078287,33.641817,4899252258,
Trauma Centre Kallar Kahar,hospital,hospital,,,,,,,,72.714499,32.778953,4142193190,
Chaudhry Rehmat Ali Memorial Hospital,hospital,hospital,,,,,,,,74.307603,31.449808,5259747066,
Ahmed Medical Center,hospital,hospital,,,,,,,,67.07282,24.934737,5127899072,
Clinix +,clinic,clinic,,,,,,,,71.923346,30.296989,4756003625,
Bodla Eye Care,hospital,hospital,,,,,,,,71.43892,30.201674,1921952512,
Farid Family Hospital,hospital,hospital,,,,,yes,,,73.023756,33.598053,4590878152,
Ghulab Devi Chest Hospital,hospital,hospital,,,,,,,,74.342215,31.4825,5254181756,
Pakistan Institute of Medical Advancement,hospital,hospital,,,,,,,,67.065955,24.92929,5146847952,
Haider Family Hospital,hospital,hospital,,,,,,,,73.069585,30.282187,5130968258,
BHU,hospital,hospital,,,,,,,,,,366063624,
Shahab Clinic,clinic,clinic,,,,,,,,67.051177,24.866106,5088719333,
Dr. Mehmood Ali Malik,clinic,clinic,,,,,,,,74.317386,31.512598,6087117985,
Abrar Surgery,hospital,hospital,,,,,,,,73.031743,33.602119,4692624592,
Bilal Hospital,hospital,hospital,,,,,,,,,,154535083,
Liaquat University Hospital,hospital,,,,,,,,,68.367674,25.400258,5253909131,
RAB Medical Centre,hospital,hospital,,,,,,,,67.088587,24.922315,1410491679,
Healthways,hospital,hospital,,,,,,,,73.057514,33.595277,255954369,
Gulshan E Elahi Medical Center,hospital,hospital,,,,,,,,68.359554,25.356191,5323458677,
,hospital,hospital,,,,,,,,68.27101,25.432626,1104456685,
Alshifa family hospital,hospital,hospital,,,,,,,,73.582028,32.43089,4744465823,
Drug Bank,pharmacy,pharmacy,,,,,,,,71.539983,33.99733,4599364389,
Bilal Clinic,clinic,clinic,,,,,,,,68.35441,25.357736,5323577401,
Bismillah Medical Store,pharmacy,pharmacy,,,,,,,,67.177483,24.893024,4764379357,
Khaja Farid Hospital,hospital,hospital,,,,,,,,71.499131,30.173028,1921953746,
Matab Hamdard,clinic,clinic,,,,,,,,67.158374,24.886716,5133026872,
Najum Clinic,clinic,clinic,,,,,,,,67.068433,24.873463,4770980719,
Khali Khan Clinic,clinic,clinic,,,,,,,,71.661469,34.196057,6376532499,
Nashad Medical Centre,clinic,clinic,,,,,,,,67.029636,24.945285,5088577346,
Madina Eye Hospital,hospital,hospital,,,,,,,,74.402797,31.588066,5255745909,
Laboratory,clinic,clinic,,,,,,,,,,362348370,
Al Rehman Hospital,hospital,hospital,,,,,,,,67.149316,24.938889,3947043735,
Abdullah Abad Hospital,hospital,hospital,,,,,,,,67.060786,25.033522,5329124584,
Tahir Hospital,hospital,hospital,,,,,,,,73.035087,31.426277,5263913117,
,doctors,doctors,,,,,,,,74.747015,36.256607,4029635437,
Govt. Dispensary,doctors,doctors,,,,,,,,,,396693005,
,doctors,doctors,,,,,,,,72.367016,34.763366,4969935934,
Medicare Hospital,hospital,hospital,,,,,,,,67.001369,30.186206,6152161708,
Dâ€™Intel Dental Practice,dentist,dentist,,,,,,,,73.070104,33.721689,6197345385,
Essa Laboratory & Diagnostic Centre,clinic,clinic,,,,,,,,67.145736,24.883248,5130921743,
OT Complex CHK,hospital,hospital,,,,,,,,67.011458,24.858669,5160729715,
Sherwani Dental Associates,dentist,dentist,dentist;dentistry;orthodontics;implantology;dental_oral_maxillo_facial_surgery;maxillofacial_surgery;cosmetic_dentistry;cosmetic_surgery;oral_surgery;dentiste;dental_surgery;denturist;dental;cosmetic;skin;maxillo_facial_surgery;dermatologist,Dr. Shariq Ali Khan Sherwani,,,,,,74.33062,31.49155,5566707624,
BHU New Pind,hospital,hospital,,,,,,,,,,366034803,
Makki Hospital,hospital,hospital,,,,,,,,73.111812,31.411316,5255617544,
Megalife Pharmacy,pharmacy,pharmacy,,,,,,,,73.151693,33.574866,4550330494,
Secretariat Punjab Social Security Hospital,hospital,hospital,,,,,,,,74.288638,31.624663,4910219502,
LRBT Eye Hospital,hospital,hospital,,,,,,,,74.244126,31.476245,5016859021,
Star Ceramics,pharmacy,pharmacy,,,,,,,,74.195541,32.122102,4905831292,
Kulsoom Maternity Home,hospital,hospital,,,,,no,,,71.491786,33.991179,1226378422,
National Medical Centre Tando Allahyar,hospital,hospital,,,,,,,,68.707856,25.46158,4883192339,
Christian Hospital,hospital,hospital,,,,,,,,,,366124424,
SESSI Hospital - Mehran Highway,hospital,hospital,,,,,,,,67.225712,24.833874,5127785877,
Shaukat Khanum Memorial Trust,hospital,hospital,,,,,,,,67.033251,24.834695,5133028132,
Hospital,hospital,hospital,,private,,,,,,,,687205333,
Leo Medicos,clinic,clinic,,,,,,,,67.027344,24.870879,5130354335,
General Hospital,hospital,hospital,,,,,,,,,,539312378,
Sheikh Eye & Diabetic Hospital,hospital,hospital,,,,,,,,67.055944,24.954294,5140896530,
Gujjo Dispensary,clinic,clinic,,,,,,,,67.770102,24.7437,5218044273,
Dr Ahmad Nawaz,clinic,clinic,,,,,,,,69.10994,25.154958,5481213594,
Qasir Medical Store,pharmacy,pharmacy,,,,,,,,74.279073,32.747867,4411659660,
Allied Hospital,hospital,hospital,,,,,,,,73.081478,31.449217,5169625525,
DHQ Hospital Btk,hospital,hospital,,,,,,,,71.959769,34.612027,5312407027,
Faisalabad Institute of Cardiology,hospital,hospital,cardiology,,,,,,,73.086577,31.422676,2913762181,
Dar Pharmacy,pharmacy,pharmacy,,,,,,,,73.097712,31.408611,5200100331,
Ramay Medical Store,pharmacy,pharmacy,,Munawar Ramay,,,,,,72.672004,30.160684,4739354424,
Smile Again Hospital Badaber Peshawar,hospital,hospital,,,,,,,,71.557333,33.911911,4167865889,
Aga Khan Family Health Center Khot,doctors,doctors,,,,,,,,72.527473,36.501853,3993298626,
DSRA Medical Centre,clinic,clinic,,,,,,,,67.050238,24.843529,5130498594,
Rasheed Hospital,hospital,hospital,,,,,yes,,,74.319231,31.500376,4399541791,
Sidique Sadaq Hospital,hospital,hospital,,,,,,,,74.184238,32.135364,4648133189,
Shaukat Khanum Laboratory Collection Centre,pharmacy,pharmacy,,,,,,,,,,542209334,
Dental Care Center,hospital,hospital,,,,,,,,68.36487,25.390825,5285950512,
Ayesha General Hospital,hospital,hospital,,,,,,,,67.357877,24.866626,5068951561,
Aga Khan University Hospital Medical Centre,clinic,clinic,,,,,,,,67.102709,24.937695,5137256193,
Rana Laser Ent Centre,hospital,hospital,,,,,,,,74.339028,31.536489,5276934828,
Dar Al Shifa Medical & Dental Center,clinic,clinic,,,,,,,,67.070441,24.813548,5130498587,
Balochistan Medical Store,pharmacy,pharmacy,,,,,,,,66.883816,25.028008,5315974145,
IHS - Hospital for Children,hospital,hospital,,,,,,,,73.005654,33.68625,4961843228,
Hilal e Ahmer Pakistan,hospital,hospital,,,,,,,,67.002098,24.939746,5089149959,
Al-Jannat Hospital,hospital,hospital,,,,,,,,72.359569,33.786138,4567433591,
,clinic,clinic,,,,,,,,72.365118,34.768834,4900785626,
FM Dental Clinic,hospital,hospital,,,,,no,,,,,263457301,
Dental Diagnostic Centre,clinic,clinic,,,,,,,,67.052533,24.862938,5130890306,
Dispensary,doctors,doctors,,,,,,,,,,396654741,
,hospital,hospital,,,,,,,,74.33227,35.922101,4362391823,
Lady Reading Hospital,hospital,hospital,,,,,,,,,,-4468928,"bing, url"
Dr. Rajesh Clinic,clinic,clinic,,,,,,,,67.045518,24.829079,5135145895,
Ammar General Hospital,hospital,hospital,,,,,no,,,70.643145,30.703363,2898968612,
CMH MANGLA,hospital,hospital,,,,,,,,73.616593,33.129419,4352481797,
Hospital,hospital,hospital,,,,,yes,,,,,209004697,
Cheema Hospital,hospital,hospital,,,,,,,,73.480973,32.579792,4822962021,
Pharmacy,pharmacy,pharmacy,,,,,,,,73.095949,33.584062,1412374742,
Shahmeer Khan Memorial Hospital,hospital,hospital,,,,,,,,68.658919,25.76842,4883370490,
Arshi Medical & General Store,pharmacy,pharmacy,,,,,,,,67.067139,24.922558,5334959110,
Eisay wala Basic health unit,hospital,hospital,,,,,,,,71.699302,30.718095,5129207177,
Seeja Clinic,clinic,clinic,,,,,,,,68.381196,25.386065,5253791374,
Yousaf Qurashi Hospital,hospital,hospital,,,,,,,,73.982994,31.711751,4910707092,
Qayyum Hospital,hospital,hospital,,,,,,,,,,367859931,
Matab ul Imran,pharmacy,pharmacy,,,,,,,,74.306564,31.585236,4912291881,
Care Pharmacy,pharmacy,pharmacy,,,,,,,,73.117493,31.421302,5200099928,
FON General Hospital & Karachi Urology Centre,hospital,hospital,,,,,,,,67.09331,24.912295,5130954911,
MS Hospital,hospital,hospital,,,,,,,,67.030489,24.904135,5078977952,
Nadeem Medical store,pharmacy,pharmacy,,,,,,,,74.31931,31.552383,4584243791,
Anwer Capital Hospital,hospital,hospital,,,,,,,,72.964119,33.645296,6432414579,
Healing Hands,clinic,clinic,,,,,,,,67.039513,24.808386,4801763891,
sabz sitara,clinic,clinic,,,,,,,,67.071693,24.846654,6094592072,
Naseem Pharmacy,pharmacy,pharmacy,,Muhammad Azeem,,,,,,74.379292,31.59255,6127533767,
"City Hospital,Dr.Jai Krishan",hospital,hospital,,,,,,,,73.059004,33.692935,4967695192,
Al Haj.Siraj Mh & sons Khatna Clinic,hospital,hospital,,,,,,,,71.582667,34.00867,6370499888,
Holy Family Hospital,hospital,hospital,,,,,,,,,,23131106,
Life care General Store,pharmacy,pharmacy,,,,,,,,66.946616,24.953806,5312107831,
Fawaz Dental Surgery,dentist,dentist,,,,,,,,74.299225,31.554517,6379726932,
PAK Dawakhana,pharmacy,pharmacy,,,,,,,,74.306578,31.585596,4912291879,
Faisal Hospital,hospital,hospital,,,,,,,,71.484518,30.210536,1921952872,
Medical Store,pharmacy,pharmacy,,,,,,,,68.362814,25.366297,1096925228,
Bahria International Hospital,hospital,hospital,,,,,yes,,,74.187657,31.387698,5259958808,
Bantva Anis Hospital,hospital,hospital,,,,,,,,67.070639,24.877407,4793640281,
JS Bank,hospital,hospital,,,,,,,,67.101272,24.938638,5130955221,
,doctors,doctors,,,,,,,,73.292795,36.396389,4014587439,
Masomeen Medical,clinic,clinic,,,,,,,,67.02818,24.899727,5130993639,
Dr. Nuzamuddin Gilal,clinic,clinic,,,,,,,,69.015194,25.526242,5365867974,
CMH Nowshera - Combined Military Hospital,hospital,hospital,,Pakistan Army,,,yes,,,,,319126720,
Galaxy Pharma,clinic,clinic,,,,,,,,67.022352,24.81511,5128203734,
,dentist,dentist,,,,,,,,74.376818,31.499892,4577468092,
,doctors,doctors,,,,,,,,74.861323,36.388371,4032598087,
Basic Health Unit,doctor,,,,,,,,,67.056707,24.847583,5023622716,
Ziauddin Hospital North Nazimabad,hospital,hospital,,,,,,,,67.044713,24.923928,2671409823,
Alfaisal Hospital,hospital,hospital,,,,,,,,72.927017,33.994919,309598272,
Basic Health Unit 249GB,hospital,hospital,,,,,,,,72.685709,30.967042,6516459285,
Rite Aid,pharmacy,pharmacy,,,,,,,,74.215536,31.435158,5965062507,
Aziz Medical Store,pharmacy,pharmacy,,,,,,,,,,687983842,
Dental Clinic,dentist,dentist,,,,,,,,72.366605,34.767327,4460592736,
Pharmacy AB,pharmacy,pharmacy,,,,,,,,67.129347,25.01195,5069426385,
Feroza Clinic,clinic,clinic,,,,,,,,67.024164,24.898941,5331331046,
Parsi General Hospital,hospital,hospital,,,,,,,,,,724176534,
Osama Medicare,hospital,hospital,,,,,,,,71.477931,30.22577,1921954070,
Aga Khan Laboratory,clinic,clinic,,,,,,,,67.044281,24.871916,5143300443,
Lady's Healthcare Centre,clinic,clinic,,,,,,,,74.366187,32.699616,4865410221,
Time Medico,pharmacy,pharmacy,,,,,,,,67.081119,24.891488,4734266966,
Shimshal Healthcare Centre,doctors,doctors,,,,,,,,75.316665,36.436626,5081954721,
Pharmacy /  دوای کی دکان,pharmacy,pharmacy,,,,,,,,71.54387,33.672922,3284156368,
Ali Clinic,clinic,clinic,,,,,,,,67.106765,24.909454,4758078463,
Dr. Zakaria Rao,clinic,clinic,,,,,,,,69.018479,25.522143,5406055828,
Asian Hair Transplant & Skin Care Center Karachi,hospital,hospital,,,,,,,,67.063033,24.882262,5130682836,
Medicine Brand Pharmacy,pharmacy,pharmacy,,,,,,,,67.018049,24.811436,4742815624,
Punjab Clinic,clinic,clinic,,,,,,,,73.460524,30.806037,6175976785,
Rescue 1122,hospital,hospital,,1122,,,,,,73.687083,32.97522,4780400904,
Khyber Institute of Health Sciences and Technology,hospital,hospital,,,,,,,,66.958015,24.965563,5132720042,
Civil Hospital taxila,hospital,hospital,,,,,,,,,,268117265,
Munir First AID Clinic Parn,clinic,clinic,,,,,,,,72.376829,34.76519,4452956634,
Fazal Din & Sons,pharmacy,pharmacy,,,,,,,,74.316685,31.562994,2953146415,
Pharmacy,pharmacy,pharmacy,,,,,,,,71.665254,29.399606,5334157227,
Mayo Hospital,hospital,hospital,,,,,,,,74.314772,31.572885,5260103796,
Dogar Hospital,hospital,hospital,,,,,,,,73.073577,31.392295,5254213584,
Khawaja Garib Nawz Dispensary,clinic,clinic,,,,,,,,67.001223,24.952452,5158915980,
Idreesia Medical Complex,hospital,hospital,,,,,,,,74.147156,32.153659,5078247524,
Bilal Medical Store,pharmacy,pharmacy,,,,,,,,74.527399,32.497941,4901925840,
Zain Medicos Ancholi,pharmacy,pharmacy,,,,,,,,67.079313,24.942171,5318467706,
DHQ Hospital Btk,hospital,hospital,,,,,,,,71.957915,34.61094,5312465421,
Burhani Blood Bank,clinic,clinic,,,,,,,,67.038338,24.931137,5128515423,
Noori Roohani Shafakhana,alternative,,,,,,,,,67.017854,24.841597,6547203447,
Rafi Medicine,pharmacy,pharmacy,,,,,,,,71.67282,29.407422,4923820118,
Geo Hospital,hospital,hospital,,,,,yes,,,74.42296,31.48002,5259654969,
Iqbal Medical Store,pharmacy,pharmacy,,,,,,,,74.287999,31.628186,4910219494,
Safia Abedin Medical Centre,pharmacy,pharmacy,,,,,,,,67.177177,24.835029,5133527586,
Azizullah Medical & General Store,clinic,clinic,,,,,,,,67.195672,24.856537,5130682847,
Medicare Hospital,hospital,hospital,,,,,yes,,,71.446098,30.192768,1921953929,
Multan Institute of Cardiology,hospital,hospital,cardiology,,,,,,,,,182024756,
Saad Surgimed Hospital,hospital,hospital,,,,,,,,73.104159,31.403019,5259932329,
civil hospital khanewal,hospital,hospital,,,,,,,,71.917041,30.283058,4577499195,
Lyari General Hospital,hospital,hospital,,,,,,,,,,682317055,
Rais Clinic Dr Toqeer Ahmed,clinic,clinic,,,,,,,,67.176198,24.825091,5135309365,
Noor Clinic,clinic,clinic,,,,,,,,67.072253,24.846828,6094726699,
"Bacha Khan Medical Complex, Shahmansor, Swabi",hospital,hospital,,,,,,,,72.453367,34.08072,4177065291,
Sheikh Muhammad Saeed Memorial Hospital,hospital,hospital,,,,,,,,67.12016,24.814677,4769800475,
The Bilal's Clinic,hospital,hospital,,,,,,,,,,209025624,
Sherwani Dental Associates,dentist,dentist,,,,,,,,74.330499,31.49161,6542145885,
Shakeel Dental,clinic,clinic,,,,,,,,68.36929,25.406644,5253909141,
fatmah hospital,hospital,hospital,,,,,,,,67.014419,24.939126,5157387576,
Mumtaz Hospital,hospital,hospital,,,,,,,,67.052981,24.949519,4740117260,
Rehmat Hospital,hospital,hospital,,,,,,,,74.074944,32.57248,3151327373,
Murshid Pharmacy,pharmacy,pharmacy,,,,,,,,67.045101,24.796208,4788412680,
Alvi's Skin and Laser Complex (Dr Khurshid H Alvi),hospital,hospital,,,,,,,,67.053158,24.946418,4739617892,
Karachi Clinic & Maternity Home,hospital,hospital,,,,,,,,67.118591,24.922574,5142741147,
Al-Shifa Homoeo Drug Centre,pharmacy,pharmacy,,,,,,,,67.192998,24.901642,4764575653,
Dr Sabri Clinic,clinic,clinic,,,,,,,,67.044096,24.86971,5145310112,
Ilyas Clinic,clinic,clinic,,,,,,,,67.077805,24.924582,5130993637,
GNC,pharmacy,pharmacy,,GNC,,,,,,73.079063,33.731627,800042361,
Maryam Mamorial Hospital,hospital,hospital,,,,,,,,,,230792289,
Muhammad Maternity & Child Hospital,hospital,hospital,,,,,,,,68.719473,25.456687,4883211919,
Health care Centre,clinic,clinic,,,,,,,,74.146745,32.18296,4498373689,
Al Rehman Hospital,hospital,hospital,,,,,,,,73.0644,31.418078,5259239766,
Health Vision Hospital,hospital,hospital,,,,,,,,67.072687,24.884021,4773373082,
Gambat Hospital,hospital,hospital,,LRBT,,,,,,68.522267,27.344973,4959486414,
Rawalpindi Institute of Cardiology,hospital,hospital,cardiology,,,,,,,,,229815093,
Gulshan Medical Centre,hospital,hospital,,,,,,Gulshan e Iqbal Block 7,,67.101781,24.931696,4809964839,
Al khair General Hospital Sukkur,hospital,hospital,,,,,,,,68.845703,27.7076,5251864410,
Essa Laboratory & Diagnostic Centre,clinic,clinic,,,,,,,,67.123855,24.91127,5130921744,
Dentist,dentist,dentist,,,,,,,,66.968341,30.183132,5191374322,
Imam Clinic,hospital,hospital,,,,,,,,67.047322,24.943449,4741344830,
Laser Inn Aesthetic Hair Transplant Karachi,clinic,clinic,,,,,,,,67.021271,24.81403,5133026853,
Fawad Eye Hospital,hospital,hospital,,,,,,,,67.053552,24.885138,4775014532,
Skin Hospital,hospital,hospital,,,,,,,,67.024503,24.861008,4358273895,
KTH Nephrology Block,hospital,hospital,,,,,,,,,,273255343,
Memon Medical Complex,hospital,hospital,,,,,,,,67.062116,24.918157,5084385867,
Unanimous Hospital and Laboratory,hospital,hospital,,,,,,,,73.128391,33.599873,2668896365,
Al-Mustafa Medical Centre,hospital,hospital,,,,,,,,67.083144,24.908336,5171197617,
Health Centre,doctors,doctors,,,,,,,,,,400965381,
Medicare Hospital,hospital,hospital,,,,,,,,73.092943,31.421329,5263913094,
My Chemist,pharmacy,pharmacy,,,,,,,,73.041773,33.684617,4889681829,
Memon Hospital,hospital,hospital,,,,,,,,68.532254,25.124028,4883509154,
THQ Hospital Shabqadar,clinic,clinic,,,,,,,,71.54909,34.214289,4456305689,
THQ Hospital Arifwala,hospital,hospital,,,,,,,,,,446950178,
,pharmacy,pharmacy,,,,,,,,75.611004,35.294835,6605939586,
Neuropsychology Center Pakistan,hospital,hospital,,,,,,,,67.049057,24.814024,4790169084,
The Modern Hospital,hospital,hospital,,,,,,Gulshan e Iqbal Block 7,,67.107318,24.926015,4773096210,
Fouzia Clinic,clinic,clinic,,,,,,,,67.182749,24.838713,5133425771,
Office District Officer Health III,hospital,hospital,,,,,,,,73.072343,31.415963,5254139614,
Mid City Hospital,hospital,hospital,,,,,,,,74.337364,31.537601,5254181759,
Dr. Frigz Hospital,hospital,hospital,,,,,,,,,,366063652,
Jamal Medical Store,clinic,clinic,,,,,,,,66.995503,24.923553,5131024096,
Cosmetic Laser Centre,clinic,clinic,,,,,,,,68.363112,25.393527,5253791413,
Zahoor Khan Medical Store,clinic,clinic,,,,,,,,71.098078,33.296502,5894172586,
Zaib Clinic,clinic,clinic,,,,,,,,73.118766,31.423302,4386797394,
Al-Amin Medical,pharmacy,pharmacy,,,,,,,,74.615347,36.307047,880526486,
Basic Health Unit Arbora,hospital,hospital,,,,,,,,73.056529,34.458889,5130357522,
Abbas Clinic,clinic,clinic,,,,,,,,67.032544,24.87589,5128618760,
Tahir Medical Centre,clinic,clinic,,,,,,,,67.081948,24.882339,4790030988,
Fatima Medical Centre,hospital,hospital,,,,,,,,71.48883,30.210193,6183462886,
Animal Hospital,hospital,hospital,,,,,,,,74.170782,31.375824,5510293626,
Aga Khan Maternity Home,hospital,hospital,,,,,,,,,,682306646,
Govt Mother child Care,hospital,hospital,,,,,,,,71.488595,30.176139,1921953224,
Faiz hospital,hospital,hospital,,,,,,,,71.49559,30.159702,1921952877,
Dr. Masoom Clinic,clinic,clinic,,,,,,,,69.016795,25.531346,5384787754,
Barik Hospital,hospital,hospital,,,,,,,,74.364883,32.335891,4514099092,
Al Javed Pharmacy,pharmacy,,,,,,,,,,,687763126,
,clinic,clinic,,,,,,,,72.361504,34.769472,4447667916,
Hameed Medical Pharmacy,pharmacy,pharmacy,,,,,,,,74.362772,31.551934,4945580523,
Jamal Noor Hospital,hospital,hospital,,,,,,,,67.076156,24.886432,4790094024,
,doctors,doctors,,,,,,,,73.4138,36.513122,4020903085,
MaaJee Hospital,hospital,hospital,,,,,,,,68.363435,25.373725,5251853770,
Shaukat Medical Store,pharmacy,pharmacy,,,,,,,,67.03526,24.868672,5143101207,
National Hospital,hospital,hospital,,,,,,,,74.193314,32.171296,4905273544,
Nisar Pharmacy,pharmacy,pharmacy,,,,,,,,72.449286,34.586483,4989820032,
Shaukat Khanum Laboratory Collection Centre,clinic,clinic,,,,,,,,73.110627,31.408464,5259596727,
Haziq Medicos,pharmacy,pharmacy,,,,,,,,67.000643,24.952445,5158915979,
Chiniot General Hospital,hospital,hospital,,,,,,,,73.064938,31.417651,5259239765,
Civil Hospital Usta Muhammad,hospital,hospital,general,,,,no,,,68.041958,28.174429,6273601168,
,doctors,doctors,,,,,,,,73.429652,36.542243,4020927524,
MSF Clinic,clinic,clinic,,,,,,,,66.979646,24.868239,5132720047,
Nishat Medical,pharmacy,pharmacy,,,,,,,,67.150943,24.882335,5285985426,
Shahid Clinic,clinic,clinic,,,,,,,,67.058619,24.870951,5090984172,
Al-Ahmed Clinic,hospital,hospital,,,,,,,,74.081702,32.5721,3151324285,
BHU,hospital,hospital,,,,,,,,,,691899226,
Fidai Hospital,hospital,hospital,,,,,,,,67.064592,24.92588,5130954909,
Life Care Medical Center,hospital,hospital,,,,,,,,67.005245,24.938882,5089149962,
,doctors,doctors,,,,,,,,73.574266,32.429841,4459480790,
Hamdard Hospital Naimat Begum Mother and Child Care Unit,hospital,hospital,,,,,,,,67.02867,24.913104,5117307662,
Umeed Clinic and Maternity Hospital,hospital,hospital,,,,,,,,74.07908,32.608093,3151352472,
Dr. Capt. Aijaz Laghari,clinic,clinic,,,,,,,,69.014985,25.526449,5338152504,
DOW Lab Test.,clinic,clinic,,,,,,,,67.082418,24.907693,5130198884,
Sultan Clinic,hospital,hospital,,,,,,,,74.074943,32.570806,3151303925,
Dr. Rafia Manthar,clinic,clinic,,,,,,,,69.015302,25.525986,5355903427,
Yasin Memorial,hospital,hospital,,,,,,,,73.060814,31.421726,5267804912,
Fazal Din Pharmacy,pharmacy,pharmacy,,,,,,,,74.346551,31.523779,1749449953,
Ahmed Medical & General Store,pharmacy,pharmacy,,,,,,,,67.077693,24.930442,4762679213,
Dr Mohammad Zaib,doctors,doctors,,,,,,,,71.566378,34.221456,6459076385,
Civil hospital main entrance,hospital,hospital,,,,,,,,69.013491,25.525351,4946572431,
Al-Shifa Hospital,hospital,hospital,,,,,,,,67.000545,30.185874,6152161709,
Clinic,pharmacy,pharmacy,,,,,,,,73.049833,31.437253,4844724671,
HASHIM welfare Hospital pi,hospital,hospital,,,,,,,,73.92659,32.830183,4721551989,
Civil Hospital - Attock,hospital,hospital,,,,,,,,,,331622626,
Shifa International Hospital,hospital,hospital,,,,,,,,,,23040333,
Asif Dental Clinic,dentist,dentist,,,,,,,,67.053557,24.937999,5174151164,
Al-Rehman Hospital,hospital,hospital,,,,,,,,74.33736,31.491196,4920146640,
NLC MI Room Sowan,hospital,hospital,,NLC,,,no,,,,,475013369,
Sina Old Sabzi Mandi Clinic,clinic,clinic,,,,,,,,67.063124,24.901706,5147829623,
Behtar Zindagi Center - Minerva,hospital,hospital,,,,,,,,67.036285,24.827527,5297630132,
Shifa Dental Associates,dentist,dentist,,,,,,,,73.224944,34.168626,5849950925,
Masjid Hakeem Cardiologist,doctor,doctors,cardiology,,,,,,,73.767488,34.034864,4292500999,
,dentist,dentist,,,,,,,,74.394138,31.47453,271076822,
Huda Homeo Clinic 3.0·2 reviews,clinic,clinic,,,,,,,,67.059405,24.940113,5335088906,
Al Noor Hospital,hospital,hospital,,,,,,,,73.071957,31.416341,2913763715,
MediComplex Hospital,hospital,hospital,,,,,,,,67.049228,24.94168,4739587133,
Ather Medical store,pharmacy,pharmacy,,,,,,,,67.175442,24.883167,4665108303,
Family Clinics,hospital,hospital,,,,,,,,67.101893,25.039834,5079337544,
St Joseph Hospice,hospital,hospital,,,,,,,,73.02658,33.615254,4720409791,
New Dew Pharma,pharmacy,pharmacy,,,,,,,,66.995083,24.96017,5098122942,
Adamjee Eye Hospital,hospital,hospital,,,,,,,,67.083081,24.885269,5128618762,
Rajput General Hospital,hospital,hospital,,,,,,,,67.101062,24.93888,5130954920,
Memon Pharmacy,pharmacy,pharmacy,,,,,,,,68.53262,25.123907,4883509155,
Nghat Altrsound,hospital,hospital,,,,,,,,73.016804,33.60652,2461171369,
Imran Medical Store,pharmacy,pharmacy,,,,,,,,67.066247,24.955477,5330850917,
Marvi Medical & Super Store,pharmacy,pharmacy,,,,,,,,67.044398,24.796775,4788425060,
Al-Khair Homeopathic Clinic & Medical Store,clinic,clinic,,,,,,,,74.40882,31.484854,5251896802,
Cardialogy Center,hospital,hospital,,,,,,,,71.450336,30.191932,1921952538,
,pharmacy,pharmacy,,,,,,,,73.595774,32.425485,4364242300,
Aqsa Trust Hospital,hospital,hospital,,,,,,,,73.100362,31.400436,5263913119,
"FGD - G-10/3, Dispensary",pharmacy,pharmacy,,,,,,,,73.013527,33.68367,4887841036,
Maymar Medicos,pharmacy,pharmacy,,,,,,,,67.128273,25.01542,4741865102,
Poly Clinic /  Abdali Poly Clinic;Poly Clinic,clinic,clinic,,,,,,,,67.148735,24.943428,5128618761,
Hakeem Cardiologist Nick Name Sain,hospital,hospital,,,,,,,,73.767863,34.034811,4292611756,
