observation_id,date,ceiling_amount_million_pkr,ceiling_institutions,floor_amount_million_pkr,floor_institutions,total_facility_amount_million_pkr,net_floor_minus_ceiling_amount_million_pkr,total_facility_amount_million_pkr_lag_1,total_facility_amount_million_pkr_rolling_7_obs_avg,total_facility_amount_million_pkr_rolling_30_obs_avg,net_floor_minus_ceiling_amount_million_pkr_lag_1,net_floor_minus_ceiling_amount_million_pkr_rolling_7_obs_avg,net_floor_minus_ceiling_amount_million_pkr_rolling_30_obs_avg,target_next_obs_total_facility_amount_million_pkr,target_next_obs_facility_direction,split
corridor_01019,2019-12-26,1500,1,0,0,1500,-1500,16200.0,12628.571429,34865.0,-16200.0,314.285714,-3581.666667,26700.0,up,train
corridor_01020,2019-12-27,26700,3,0,0,26700,-26700,1500.0,15814.285714,34155.0,-1500.0,-2871.428571,-2871.666667,15000.0,down,train
corridor_01021,2019-12-31,0,0,15000,1,15000,15000,26700.0,15000.0,33488.333333,-26700.0,-3685.714286,-1205.0,0.0,down,train
corridor_01022,2020-01-01,0,0,0,0,0,0,15000.0,12000.0,32555.0,15000.0,-685.714286,-2138.333333,5000.0,up,train
corridor_01023,2020-01-02,5000,1,0,0,5000,-5000,0.0,11428.571429,29785.0,0.0,-2685.714286,-5241.666667,8000.0,up,train
corridor_01024,2020-01-03,0,0,8000,1,8000,8000,5000.0,10342.857143,29350.0,-5000.0,-3771.428571,-4273.333333,14000.0,up,train
corridor_01025,2020-01-06,14000,1,0,0,14000,-14000,8000.0,10028.571429,29766.666667,8000.0,-3457.142857,-4690.0,31000.0,up,train
corridor_01026,2020-01-09,31000,7,0,0,31000,-31000,14000.0,14242.857143,29466.666667,-14000.0,-7671.428571,-4390.0,3000.0,down,train
corridor_01027,2020-01-17,3000,1,0,0,3000,-3000,31000.0,10857.142857,27140.0,-31000.0,-4285.714286,-2063.333333,24750.0,up,train
corridor_01028,2020-01-20,24750,2,0,0,24750,-24750,3000.0,12250.0,27371.666667,-3000.0,-9964.285714,-2295.0,43100.0,up,train
corridor_01029,2020-01-23,0,0,43100,11,43100,43100,24750.0,18407.142857,27408.333333,-24750.0,-3807.142857,541.666667,0.0,down,train
corridor_01030,2020-02-01,0,0,0,0,0,0,43100.0,17692.857143,27011.666667,43100.0,-3092.857143,938.333333,1000.0,up,train
corridor_01031,2020-02-03,1000,1,0,0,1000,-1000,0.0,16692.857143,25841.666667,0.0,-4378.571429,-298.333333,30800.0,up,train
corridor_01032,2020-02-06,30800,9,0,0,30800,-30800,1000.0,19092.857143,24958.333333,-1000.0,-6778.571429,-3235.0,5000.0,down,train
corridor_01033,2020-02-20,5000,1,0,0,5000,-5000,30800.0,15378.571429,24891.666667,-30800.0,-3064.285714,-3168.333333,10500.0,up,train
corridor_01034,2020-02-28,10500,1,0,0,10500,-10500,5000.0,16450.0,24305.0,-5000.0,-4135.714286,-2581.666667,0.0,down,train
corridor_01035,2020-03-01,0,0,0,0,0,0,10500.0,12914.285714,19903.333333,-10500.0,-600.0,1820.0,500.0,up,train
corridor_01036,2020-03-19,500,1,0,0,500,-500,0.0,6828.571429,19403.333333,0.0,-6828.571429,1286.666667,39400.0,up,train
corridor_01037,2020-03-24,39400,5,0,0,39400,-39400,500.0,12457.142857,19973.333333,-500.0,-12457.142857,716.666667,2000.0,down,train
corridor_01038,2020-03-25,2000,1,0,0,2000,-2000,39400.0,12600.0,18373.333333,-39400.0,-12600.0,-1016.666667,9000.0,up,train
corridor_01039,2020-03-26,9000,1,0,0,9000,-9000,2000.0,9485.714286,17823.333333,-2000.0,-9485.714286,-1166.666667,30000.0,up,train
corridor_01040,2020-03-30,0,0,30000,1,30000,30000,9000.0,13057.142857,18033.333333,-9000.0,-4485.714286,-956.666667,0.0,down,train
corridor_01041,2020-04-01,0,0,0,0,0,0,30000.0,11557.142857,14575.0,30000.0,-2985.714286,-4415.0,30000.0,up,train
corridor_01042,2020-04-01,0,0,30000,2,30000,30000,0.0,15842.857143,13905.0,0.0,1300.0,-2478.333333,6300.0,down,train
corridor_01043,2020-04-02,6300,2,0,0,6300,-6300,30000.0,16671.428571,13968.333333,30000.0,471.428571,-2541.666667,29000.0,up,train
corridor_01044,2020-04-10,29000,1,0,0,29000,-29000,6300.0,15185.714286,14245.0,-6300.0,1957.142857,-4198.333333,3800.0,down,train
corridor_01045,2020-04-16,0,0,3800,2,3800,3800,29000.0,15442.857143,13671.666667,-29000.0,2785.714286,-3371.666667,13000.0,up,train
corridor_01046,2020-04-23,0,0,13000,1,13000,13000,3800.0,16014.285714,13805.0,3800.0,5928.571429,-3238.333333,20000.0,up,train
corridor_01047,2020-04-24,20000,2,0,0,20000,-20000,13000.0,14585.714286,13951.666667,13000.0,-1214.285714,-4425.0,4000.0,down,train
corridor_01048,2020-04-28,0,0,4000,1,4000,4000,20000.0,15157.142857,13545.0,-20000.0,-642.857143,-3751.666667,5500.0,up,train
corridor_01049,2020-04-29,0,0,5500,1,5500,5500,4000.0,11657.142857,13678.333333,4000.0,-4142.857143,-3518.333333,15600.0,up,train
corridor_01050,2020-04-30,1400,1,14200,3,15600,12800,5500.0,12985.714286,13308.333333,5500.0,-1414.285714,-2201.666667,0.0,down,train
corridor_01051,2020-05-01,0,0,0,0,0,0,15600.0,8842.857143,12808.333333,12800.0,2728.571429,-2701.666667,18000.0,up,train
corridor_01052,2020-05-07,18000,2,0,0,18000,-18000,0.0,10871.428571,13408.333333,0.0,-385.714286,-3301.666667,21800.0,up,train
corridor_01053,2020-05-14,21800,2,0,0,21800,-21800,18000.0,12128.571429,13968.333333,-18000.0,-5357.142857,-3861.666667,107300.0,up,train
corridor_01054,2020-05-21,0,0,107300,8,107300,107300,21800.0,24600.0,17278.333333,-21800.0,12828.571429,-551.666667,75050.0,down,train
corridor_01055,2020-05-28,75050,11,0,0,75050,-75050,107300.0,34750.0,19313.333333,107300.0,1535.714286,-2586.666667,0.0,down,train
corridor_01056,2020-06-01,0,0,0,0,0,0,75050.0,33964.285714,18280.0,-75050.0,750.0,-1553.333333,22300.0,up,train
corridor_01057,2020-06-11,22300,2,0,0,22300,-22300,0.0,34921.428571,18923.333333,0.0,-4264.285714,-2196.666667,37000.0,up,train
corridor_01058,2020-06-23,0,0,37000,3,37000,37000,22300.0,40207.142857,19331.666667,-22300.0,1021.428571,-138.333333,168500.0,up,train
corridor_01059,2020-06-24,0,0,168500,7,168500,168500,37000.0,61707.142857,23511.666667,37000.0,27664.285714,4041.666667,6600.0,down,train
corridor_01060,2020-06-25,6600,2,0,0,6600,-6600,168500.0,59535.714286,23731.666667,168500.0,29835.714286,3821.666667,61000.0,up,train
corridor_01061,2020-06-26,61000,2,0,0,61000,-61000,6600.0,52921.428571,25731.666667,-6600.0,5792.857143,1821.666667,0.0,down,train
corridor_01062,2020-07-01,0,0,0,0,0,0,61000.0,42200.0,24705.0,-61000.0,16514.285714,2848.333333,13400.0,up,train
corridor_01063,2020-07-09,13400,2,0,0,13400,-13400,0.0,44114.285714,24985.0,0.0,14600.0,2568.333333,6000.0,down,train
corridor_01064,2020-07-10,6000,2,0,0,6000,-6000,13400.0,41785.714286,24835.0,-13400.0,16928.571429,2718.333333,12000.0,up,train
corridor_01065,2020-07-16,12000,1,0,0,12000,-12000,6000.0,38214.285714,25235.0,-6000.0,9928.571429,2318.333333,1500.0,down,train
corridor_01066,2020-07-23,1500,2,0,0,1500,-1500,12000.0,14357.142857,25268.333333,-12000.0,-14357.142857,2285.0,0.0,down,train
corridor_01067,2020-08-01,0,0,0,0,0,0,1500.0,13414.285714,23955.0,-1500.0,-13414.285714,3598.333333,12000.0,up,train
corridor_01068,2020-08-13,0,0,12000,1,12000,12000,0.0,6414.285714,24288.333333,0.0,-2985.714286,4065.0,11000.0,down,train
corridor_01069,2020-08-17,0,0,11000,1,11000,11000,12000.0,7985.714286,24355.0,12000.0,-1414.285714,4731.666667,22500.0,up,train
corridor_01070,2020-08-19,0,0,22500,1,22500,22500,11000.0,9285.714286,24105.0,11000.0,3714.285714,4481.666667,5500.0,down,train
corridor_01071,2020-08-20,5500,3,0,0,5500,-5500,22500.0,9214.285714,24288.333333,22500.0,3785.714286,4298.333333,72200.0,up,train
corridor_01072,2020-08-28,40200,5,32000,2,72200,-8200,5500.0,17814.285714,25695.0,-5500.0,4328.571429,3025.0,109000.0,up,train
corridor_01073,2020-08-31,109000,1,0,0,109000,-109000,72200.0,33171.428571,29118.333333,-8200.0,-11028.571429,-398.333333,0.0,down,train
corridor_01074,2020-09-01,0,0,0,0,0,0,109000.0,33171.428571,28151.666667,-109000.0,-11028.571429,568.333333,25300.0,up,train
corridor_01075,2020-09-03,25300,2,0,0,25300,-25300,0.0,35071.428571,28868.333333,0.0,-16357.142857,-401.666667,6000.0,down,train
corridor_01076,2020-09-14,0,0,6000,1,6000,6000,25300.0,34357.142857,28635.0,-25300.0,-17071.428571,-635.0,90300.0,up,train
corridor_01077,2020-09-15,0,0,90300,3,90300,90300,6000.0,44042.857143,30978.333333,6000.0,-7385.714286,3041.666667,50000.0,down,train
corridor_01078,2020-09-16,0,0,50000,2,50000,50000,90300.0,50400.0,32511.666667,90300.0,542.857143,4575.0,22950.0,down,train
corridor_01079,2020-09-17,0,0,22950,9,22950,22950,50000.0,43364.285714,33093.333333,50000.0,4992.857143,5156.666667,0.0,down,train
corridor_01080,2020-10-01,0,0,0,0,0,0,22950.0,27792.857143,32573.333333,22950.0,20564.285714,4730.0,1000.0,up,train
corridor_01081,2020-10-09,0,0,1000,1,1000,1000,0.0,27935.714286,32606.666667,0.0,20707.142857,4763.333333,8500.0,up,train
corridor_01082,2020-10-12,0,0,8500,1,8500,8500,1000.0,25535.714286,32290.0,1000.0,25535.714286,5646.666667,6000.0,down,train
corridor_01083,2020-10-13,0,0,6000,1,6000,6000,8500.0,25535.714286,31763.333333,8500.0,25535.714286,6573.333333,4000.0,down,train
corridor_01084,2020-10-14,0,0,4000,1,4000,4000,6000.0,13207.142857,28320.0,6000.0,13207.142857,3130.0,5500.0,up,train
corridor_01085,2020-10-15,5500,1,0,0,5500,-5500,4000.0,6850.0,26001.666667,4000.0,5278.571429,5448.333333,15000.0,up,train
corridor_01086,2020-10-19,15000,1,0,0,15000,-15000,5500.0,5714.285714,26501.666667,-5500.0,-142.857143,4948.333333,15000.0,flat,train
corridor_01087,2020-10-29,0,0,15000,1,15000,15000,15000.0,7857.142857,26258.333333,-15000.0,2000.0,6191.666667,0.0,down,train
corridor_01088,2020-11-01,0,0,0,0,0,0,15000.0,7714.285714,25025.0,15000.0,1857.142857,4958.333333,5000.0,up,train
corridor_01089,2020-11-03,0,0,5000,1,5000,5000,0.0,7214.285714,19575.0,0.0,1357.142857,-491.666667,11000.0,up,train
corridor_01090,2020-11-05,11000,1,0,0,11000,-11000,5000.0,7928.571429,19721.666667,5000.0,-1071.428571,-638.333333,10000.0,down,train
corridor_01091,2020-11-06,0,0,10000,1,10000,10000,11000.0,8785.714286,18021.666667,-11000.0,-214.285714,1728.333333,11300.0,up,train
corridor_01092,2020-11-12,0,0,11300,3,11300,11300,10000.0,9614.285714,18398.333333,10000.0,2185.714286,2105.0,11000.0,down,train
corridor_01093,2020-11-24,0,0,11000,1,11000,11000,11300.0,9042.857143,18318.333333,11300.0,5900.0,2918.333333,21600.0,up,train
corridor_01094,2020-11-26,0,0,21600,6,21600,21600,11000.0,9985.714286,18838.333333,11000.0,6842.857143,3838.333333,0.0,down,train
corridor_01095,2020-12-01,0,0,0,0,0,0,21600.0,9985.714286,18438.333333,21600.0,6842.857143,4238.333333,3500.0,up,train
corridor_01096,2020-12-08,3500,1,0,0,3500,-3500,0.0,9771.428571,18505.0,0.0,5628.571429,4171.666667,4000.0,up,train
corridor_01097,2020-12-09,4000,1,0,0,4000,-4000,3500.0,8771.428571,18638.333333,-3500.0,6628.571429,4038.333333,14000.0,up,train
corridor_01098,2020-12-10,14000,1,0,0,14000,-14000,4000.0,9342.857143,18705.0,-4000.0,3200.0,3171.666667,87000.0,up,train
corridor_01099,2020-12-24,52000,2,35000,1,87000,-17000,14000.0,20157.142857,21238.333333,-14000.0,-842.857143,2238.333333,43500.0,down,train
corridor_01100,2020-12-31,0,0,43500,4,43500,43500,87000.0,24800.0,21938.333333,-17000.0,3800.0,2938.333333,0.0,down,train
corridor_01101,2021-01-01,0,0,0,0,0,0,43500.0,21714.285714,21755.0,43500.0,714.285714,3121.666667,28325.0,up,train
corridor_01102,2021-01-06,28325,4,0,0,28325,-28325,0.0,25760.714286,20292.5,0.0,-3332.142857,2450.833333,11200.0,down,train
corridor_01103,2021-01-07,0,0,11200,2,11200,11200,28325.0,26860.714286,17032.5,-28325.0,-1232.142857,6457.5,2000.0,down,train
corridor_01104,2021-01-21,2000,1,0,0,2000,-2000,11200.0,26575.0,17099.166667,11200.0,-946.428571,6390.833333,19300.0,up,train
corridor_01105,2021-01-29,0,0,19300,2,19300,19300,2000.0,27332.142857,16899.166667,-2000.0,3810.714286,7877.5,24500.0,up,train
corridor_01106,2021-02-01,0,0,24500,1,24500,24500,19300.0,18403.571429,17515.833333,19300.0,9739.285714,8494.166667,0.0,down,train
corridor_01107,2021-02-01,0,0,0,0,0,0,24500.0,12189.285714,14505.833333,24500.0,3525.0,5484.166667,19000.0,up,train
corridor_01108,2021-02-02,0,0,19000,1,19000,19000,0.0,14903.571429,13472.5,0.0,6239.285714,4450.833333,22000.0,up,train
corridor_01109,2021-02-03,0,0,22000,1,22000,22000,19000.0,14000.0,13440.833333,19000.0,13428.571429,4419.166667,6500.0,down,train
corridor_01110,2021-02-04,0,0,6500,1,6500,6500,22000.0,13328.571429,13657.5,22000.0,12757.142857,4635.833333,57500.0,up,train
corridor_01111,2021-02-11,57500,1,0,0,57500,-57500,6500.0,21257.142857,15540.833333,6500.0,4828.571429,2685.833333,18300.0,down,train
corridor_01112,2021-02-18,18300,4,0,0,18300,-18300,57500.0,21114.285714,15867.5,-57500.0,-542.857143,1792.5,17500.0,down,train
corridor_01113,2021-03-01,0,0,17500,1,17500,17500,18300.0,20114.285714,16250.833333,-18300.0,-1542.857143,2175.833333,0.0,down,train
corridor_01114,2021-03-01,0,0,0,0,0,0,17500.0,20114.285714,16117.5,17500.0,-1542.857143,2042.5,23800.0,up,train
corridor_01115,2021-03-02,0,0,23800,2,23800,23800,0.0,20800.0,16727.5,0.0,-857.142857,3019.166667,77700.0,up,train
corridor_01116,2021-03-03,0,0,77700,9,77700,77700,23800.0,28757.142857,18817.5,23800.0,7100.0,6109.166667,23800.0,down,train
corridor_01117,2021-03-04,0,0,23800,4,23800,23800,77700.0,31228.571429,19110.833333,77700.0,9571.428571,6402.5,3000.0,down,train
corridor_01118,2021-03-15,3000,1,0,0,3000,-3000,23800.0,23442.857143,19210.833333,23800.0,17357.142857,6302.5,29100.0,up,train
corridor_01119,2021-03-18,29100,8,0,0,29100,-29100,3000.0,24985.714286,20014.166667,-3000.0,15814.285714,5165.833333,0.0,down,train
corridor_01120,2021-04-01,0,0,0,0,0,0,29100.0,22485.714286,19647.5,-29100.0,13314.285714,5532.5,15300.0,up,train
corridor_01121,2021-04-01,15300,2,0,0,15300,-15300,0.0,24671.428571,19824.166667,0.0,11128.571429,4689.166667,18000.0,up,train
corridor_01122,2021-04-12,0,0,18000,2,18000,18000,15300.0,23842.857143,20047.5,-15300.0,10300.0,4912.5,44000.0,up,train
corridor_01123,2021-04-15,44000,5,0,0,44000,-44000,18000.0,19028.571429,21147.5,18000.0,-7085.714286,3079.166667,34000.0,down,train
corridor_01124,2021-04-16,34000,2,0,0,34000,-34000,44000.0,20485.714286,21560.833333,-44000.0,-15342.857143,1225.833333,28000.0,down,train
corridor_01125,2021-04-19,28000,1,0,0,28000,-28000,34000.0,24057.142857,22494.166667,-34000.0,-18914.285714,292.5,3000.0,down,train
corridor_01126,2021-04-26,0,0,3000,1,3000,3000,28000.0,20328.571429,22477.5,-28000.0,-14328.571429,509.166667,57000.0,up,train
corridor_01127,2021-04-27,0,0,57000,3,57000,57000,3000.0,28471.428571,24244.166667,3000.0,-6185.714286,2542.5,14300.0,down,train
corridor_01128,2021-04-29,14300,3,0,0,14300,-14300,57000.0,28328.571429,24254.166667,57000.0,-6042.857143,2532.5,0.0,down,train
corridor_01129,2021-05-01,0,0,0,0,0,0,14300.0,25757.142857,21354.166667,-14300.0,-8614.285714,3099.166667,2000.0,up,train
corridor_01130,2021-05-03,2000,1,0,0,2000,-2000,0.0,19757.142857,19970.833333,0.0,-2614.285714,1582.5,5000.0,up,train
corridor_01131,2021-05-05,5000,1,0,0,5000,-5000,2000.0,15614.285714,20137.5,-2000.0,1528.571429,1415.833333,34400.0,up,train
corridor_01132,2021-05-07,34400,7,0,0,34400,-34400,5000.0,16528.571429,20340.0,-5000.0,614.285714,1213.333333,4000.0,down,train
corridor_01133,2021-05-17,4000,2,0,0,4000,-4000,34400.0,16671.428571,20100.0,-34400.0,-385.714286,706.666667,5000.0,up,train
corridor_01134,2021-05-18,5000,1,0,0,5000,-5000,4000.0,9242.857143,20200.0,-4000.0,-9242.857143,606.666667,11000.0,up,train
corridor_01135,2021-05-25,0,0,11000,2,11000,11000,5000.0,8771.428571,19923.333333,-5000.0,-5628.571429,330.0,9000.0,down,train
corridor_01136,2021-05-26,0,0,9000,1,9000,9000,11000.0,10057.142857,19406.666667,11000.0,-4342.857143,-186.666667,35100.0,up,train
corridor_01137,2021-05-27,0,0,35100,7,35100,35100,9000.0,14785.714286,20576.666667,9000.0,957.142857,983.333333,0.0,down,train
corridor_01138,2021-06-01,0,0,0,0,0,0,35100.0,14071.428571,19943.333333,35100.0,1671.428571,350.0,35000.0,up,train
corridor_01139,2021-06-04,0,0,35000,1,35000,35000,0.0,14157.142857,20376.666667,0.0,11585.714286,783.333333,56000.0,up,train
corridor_01140,2021-06-07,0,0,56000,1,56000,56000,35000.0,21585.714286,22026.666667,35000.0,20157.142857,2433.333333,75000.0,up,train
corridor_01141,2021-06-08,0,0,75000,2,75000,75000,56000.0,31585.714286,22610.0,56000.0,31585.714286,6850.0,108300.0,up,train
corridor_01142,2021-06-09,0,0,108300,6,108300,108300,75000.0,45485.714286,25610.0,75000.0,45485.714286,11070.0,4000.0,down,train
corridor_01143,2021-06-10,4000,1,0,0,4000,-4000,108300.0,44771.428571,25160.0,108300.0,43628.571429,10353.333333,11000.0,up,train
corridor_01144,2021-06-15,11000,1,0,0,11000,-11000,4000.0,41328.571429,25526.666667,-4000.0,37042.857143,9986.666667,24500.0,up,train
corridor_01145,2021-06-16,24500,3,0,0,24500,-24500,11000.0,44828.571429,25550.0,-11000.0,33542.857143,8376.666667,99000.0,up,train
corridor_01146,2021-06-17,99000,1,0,0,99000,-99000,24500.0,53971.428571,26260.0,-24500.0,14400.0,2486.666667,54000.0,down,train
corridor_01147,2021-06-18,54000,1,0,0,54000,-54000,99000.0,53685.714286,27266.666667,-99000.0,-1314.285714,-106.666667,27000.0,down,train
corridor_01148,2021-06-23,0,0,27000,3,27000,27000,54000.0,46828.571429,28066.666667,-54000.0,-8171.428571,893.333333,4000.0,down,train
corridor_01149,2021-06-24,4000,2,0,0,4000,-4000,27000.0,31928.571429,27230.0,27000.0,-24214.285714,1730.0,8000.0,up,train
corridor_01150,2021-06-29,8000,1,0,0,8000,-8000,4000.0,32500.0,27496.666667,-4000.0,-24785.714286,1463.333333,0.0,down,train
corridor_01151,2021-07-01,0,0,0,0,0,0,8000.0,30928.571429,26986.666667,-8000.0,-23214.285714,1973.333333,40000.0,up,train
corridor_01152,2021-07-06,40000,1,0,0,40000,-40000,0.0,33142.857143,27720.0,0.0,-25428.571429,40.0,86000.0,up,train
corridor_01153,2021-07-07,86000,1,0,0,86000,-86000,40000.0,31285.714286,29120.0,-40000.0,-23571.428571,-1360.0,57700.0,down,train
corridor_01154,2021-07-08,57700,5,0,0,57700,-57700,86000.0,31814.285714,29910.0,-86000.0,-24100.0,-2150.0,11000.0,down,train
corridor_01155,2021-07-09,11000,1,0,0,11000,-11000,57700.0,29528.571429,29343.333333,-57700.0,-29528.571429,-1583.333333,54900.0,up,train
corridor_01156,2021-07-19,54900,8,0,0,54900,-54900,11000.0,36800.0,31073.333333,-11000.0,-36800.0,-3513.333333,0.0,down,train
corridor_01157,2021-08-01,0,0,0,0,0,0,54900.0,35657.142857,29173.333333,-54900.0,-35657.142857,-5413.333333,4000.0,up,train
corridor_01158,2021-08-05,4000,1,0,0,4000,-4000,0.0,36228.571429,28830.0,0.0,-36228.571429,-5070.0,17500.0,up,train
corridor_01159,2021-08-10,17500,1,0,0,17500,-17500,4000.0,33014.285714,29413.333333,-4000.0,-33014.285714,-5653.333333,2500.0,down,train
corridor_01160,2021-08-17,2500,2,0,0,2500,-2500,17500.0,21085.714286,29430.0,-17500.0,-21085.714286,-5670.0,33000.0,up,train
corridor_01161,2021-08-27,23000,1,10000,1,33000,-13000,2500.0,17557.142857,30363.333333,-2500.0,-14700.0,-5936.666667,49500.0,up,train
corridor_01162,2021-08-31,49500,5,0,0,49500,-49500,33000.0,23057.142857,30866.666667,-13000.0,-20200.0,-6440.0,0.0,down,train
corridor_01163,2021-09-01,0,0,0,0,0,0,49500.0,15214.285714,30733.333333,-49500.0,-12357.142857,-6306.666667,54100.0,up,train
corridor_01164,2021-09-02,54100,2,0,0,54100,-54100,0.0,22942.857143,32370.0,0.0,-20085.714286,-7943.333333,31865.0,down,train
corridor_01165,2021-09-16,31865,3,0,0,31865,-31865,54100.0,26923.571429,33065.5,-54100.0,-24066.428571,-9372.166667,146000.0,up,train
corridor_01166,2021-09-23,127000,1,19000,1,146000,-108000,31865.0,45280.714286,37632.166667,-31865.0,-36995.0,-13272.166667,2500.0,down,train
corridor_01167,2021-09-28,0,0,2500,1,2500,2500,146000.0,45280.714286,36545.5,-108000.0,-36280.714286,-14358.833333,71100.0,up,train
corridor_01168,2021-09-29,1500,1,69600,3,71100,68100,2500.0,50723.571429,38915.5,2500.0,-24695.0,-12088.833333,26400.0,down,train
corridor_01169,2021-09-30,0,0,26400,5,26400,26400,71100.0,47423.571429,38628.833333,68100.0,-13852.142857,-12375.5,0.0,down,train
corridor_01170,2021-10-01,0,0,0,0,0,0,26400.0,47423.571429,36762.166667,26400.0,-13852.142857,-14242.166667,15900.0,up,train
corridor_01171,2021-10-14,0,0,15900,7,15900,15900,0.0,41966.428571,34792.166667,0.0,-3852.142857,-16212.166667,8000.0,down,train
corridor_01172,2021-10-28,0,0,8000,1,8000,8000,15900.0,38557.142857,31448.833333,15900.0,1842.857143,-19555.5,0.0,down,train
corridor_01173,2021-11-01,0,0,0,0,0,0,8000.0,17700.0,31315.5,8000.0,17271.428571,-19422.166667,15000.0,up,train
corridor_01174,2021-11-09,15000,1,0,0,15000,-15000,0.0,19485.714286,31448.833333,0.0,14771.428571,-19555.5,22200.0,up,train
corridor_01175,2021-11-10,22200,2,0,0,22200,-22200,15000.0,12500.0,31372.166667,-15000.0,1871.428571,-19478.833333,41500.0,up,train
corridor_01176,2021-11-11,41500,3,0,0,41500,-41500,22200.0,14657.142857,29455.5,-22200.0,-7828.571429,-17562.166667,33000.0,down,train
corridor_01177,2021-11-17,33000,2,0,0,33000,-33000,41500.0,19371.428571,28755.5,-41500.0,-12542.857143,-16862.166667,93750.0,up,train
corridor_01178,2021-11-19,93750,3,0,0,93750,-93750,33000.0,30492.857143,30980.5,-33000.0,-28207.142857,-20887.166667,90000.0,down,train
corridor_01179,2021-11-22,90000,1,0,0,90000,-90000,93750.0,42207.142857,33847.166667,-93750.0,-42207.142857,-23753.833333,20000.0,down,train
corridor_01180,2021-11-23,20000,1,0,0,20000,-20000,90000.0,45064.285714,34247.166667,-90000.0,-45064.285714,-24153.833333,13000.0,down,train
corridor_01181,2021-11-25,0,0,13000,2,13000,13000,20000.0,44778.571429,34680.5,-20000.0,-41064.285714,-23720.5,0.0,down,train
corridor_01182,2021-12-01,0,0,0,0,0,0,13000.0,41607.142857,33347.166667,13000.0,-37892.857143,-22387.166667,82920.0,up,train
corridor_01183,2021-12-03,82920,4,0,0,82920,-82920,0.0,47524.285714,33244.5,0.0,-43810.0,-22284.5,1500.0,down,train
corridor_01184,2021-12-06,1500,1,0,0,1500,-1500,82920.0,43024.285714,31371.166667,-82920.0,-39310.0,-20411.166667,43000.0,up,train
corridor_01185,2021-12-07,43000,2,0,0,43000,-43000,1500.0,35774.285714,32437.833333,-1500.0,-32060.0,-21477.833333,69200.0,up,train
corridor_01186,2021-12-09,0,0,69200,7,69200,69200,43000.0,32802.857143,32914.5,-43000.0,-9317.142857,-17341.166667,50000.0,down,train
corridor_01187,2021-12-10,50000,1,0,0,50000,-50000,69200.0,37088.571429,34581.166667,69200.0,-13602.857143,-19007.833333,73000.0,up,train
corridor_01188,2021-12-13,73000,1,0,0,73000,-73000,50000.0,45660.0,36881.166667,-50000.0,-25888.571429,-21307.833333,108730.0,up,train
corridor_01189,2021-12-16,108730,4,0,0,108730,-108730,73000.0,61192.857143,39922.166667,-73000.0,-41421.428571,-24348.833333,23000.0,down,train
corridor_01190,2021-12-17,0,0,23000,2,23000,23000,108730.0,52632.857143,40605.5,-108730.0,-26290.0,-23498.833333,42000.0,up,train
corridor_01191,2021-12-20,0,0,42000,2,42000,42000,23000.0,58418.571429,40905.5,23000.0,-20075.714286,-21665.5,123500.0,up,train
corridor_01192,2021-12-21,0,0,123500,3,123500,123500,42000.0,69918.571429,43372.166667,42000.0,3710.0,-15898.833333,117000.0,down,train
corridor_01193,2021-12-22,0,0,117000,2,117000,117000,123500.0,76747.142857,47272.166667,123500.0,10538.571429,-11998.833333,15000.0,down,train
corridor_01194,2021-12-23,0,0,15000,1,15000,15000,117000.0,71747.142857,45968.833333,117000.0,19824.285714,-9695.5,5000.0,down,train
corridor_01195,2021-12-27,5000,1,0,0,5000,-5000,15000.0,62032.857143,45073.333333,15000.0,29538.571429,-8800.0,13500.0,up,train
corridor_01196,2021-12-30,13500,1,0,0,13500,-13500,5000.0,48428.571429,40656.666667,-5000.0,43142.857143,-5650.0,126363.0,up,train
corridor_01197,2021-12-31,96363,2,30000,1,126363,-66363,13500.0,63194.714286,44785.433333,-13500.0,30376.714286,-7945.433333,0.0,down,train
corridor_01198,2022-01-01,0,0,0,0,0,0,126363.0,57194.714286,42415.433333,-66363.0,24376.714286,-10215.433333,10650.0,up,train
corridor_01199,2022-01-04,10650,1,0,0,10650,-10650,0.0,41073.285714,41890.433333,0.0,5212.428571,-11450.433333,3500.0,down,train
corridor_01200,2022-01-05,3500,1,0,0,3500,-3500,10650.0,24859.0,42007.1,-10650.0,-12001.857143,-11567.1,34500.0,up,train
corridor_01201,2022-01-06,0,0,34500,2,34500,34500,3500.0,27644.714286,42627.1,-3500.0,-9216.142857,-10947.1,13000.0,down,train
corridor_01202,2022-01-13,13000,1,0,0,13000,-13000,34500.0,28787.571429,42793.766667,34500.0,-10359.0,-11647.1,54000.0,up,train
corridor_01203,2022-01-17,0,0,54000,2,54000,54000,13000.0,34573.285714,44593.766667,-13000.0,-716.142857,-9847.1,45000.0,down,train
corridor_01204,2022-01-18,0,0,45000,3,45000,45000,54000.0,22950.0,45593.766667,54000.0,15192.857143,-7847.1,59000.0,up,train
corridor_01205,2022-01-19,0,0,59000,6,59000,59000,45000.0,31378.571429,46820.433333,45000.0,23621.428571,-5140.433333,67800.0,up,train
corridor_01206,2022-01-20,0,0,67800,4,67800,67800,59000.0,39542.857143,47697.1,59000.0,34828.571429,-1497.1,21000.0,down,train
corridor_01207,2022-01-24,21000,1,0,0,21000,-21000,67800.0,42042.857143,47297.1,67800.0,32328.571429,-1097.1,50000.0,up,train
corridor_01208,2022-01-28,50000,1,0,0,50000,-50000,21000.0,44257.142857,45838.766667,-21000.0,20257.142857,361.233333,8000.0,down,train
